Serial Data Number,Serial Sheet Number,JIS Code,EBCDIC Code,4 Character Code,Evaluation of Individual Character Image,Evaluation of Character Group,Sample Position Y on Sheet,Sample Position X on Sheet,Male-Female Code,Age of Writer,Industry Classification Code,Occupation Classification Code,Sheet Gatherring Date,Scanning Date,Number of X-Axis Sampling Points,Number of Y-Axis Sampling Points,Number of Levels of Pixel,Magnification of Scanning Lenz,Serial Data Number (old)
501274,5024,b2,82,H  I,0,0,1,1,1,23,9144,11,741204,741216,72,76,16,133,0
501275,5024,b3,83,H  U,0,0,1,2,1,23,9144,11,741204,741216,72,76,16,133,0
501276,5024,b4,84,H  E,0,0,1,3,1,23,9144,11,741204,741216,72,76,16,133,0
501277,5024,b5,85,H  O,0,0,1,4,1,23,9144,11,741204,741216,72,76,16,133,0
501278,5024,b6,86,H KA,0,0,1,5,1,23,9144,11,741204,741216,72,76,16,133,0
501279,5024,b7,87,H KI,0,0,1,6,1,23,9144,11,741204,741216,72,76,16,133,0
501280,5024,b8,88,H KU,0,0,1,7,1,23,9144,11,741204,741216,72,76,16,133,0
501281,5024,b9,89,H KE,0,0,1,8,1,23,9144,11,741204,741216,72,76,16,133,0
501282,5024,ba,8a,H KO,0,0,1,9,1,23,9144,11,741204,741216,72,76,16,133,0
501283,5024,bb,8c,H SA,0,0,2,0,1,23,9144,11,741204,741216,72,76,16,133,0
501284,5024,bc,8d,H SI,0,0,2,1,1,23,9144,11,741204,741216,72,76,16,133,0
501285,5024,bd,8e,H SU,0,0,2,2,1,23,9144,11,741204,741216,72,76,16,133,0
501286,5024,be,ef,H SE,0,0,2,3,1,23,9144,11,741204,741216,72,76,16,133,0
501287,5024,bf,90,H SO,0,0,2,4,1,23,9144,11,741204,741216,72,76,16,133,0
501288,5024,c0,91,H TA,0,0,2,5,1,23,9144,11,741204,741216,72,76,16,133,0
501289,5024,c1,92,H TI,0,0,2,6,1,23,9144,11,741204,741216,72,76,16,133,0
501290,5024,c2,93,H TU,0,0,2,7,1,23,9144,11,741204,741216,72,76,16,133,0
501291,5024,c3,94,H TE,0,0,2,8,1,23,9144,11,741204,741216,72,76,16,133,0
501292,5024,c4,95,H TO,0,0,2,9,1,23,9144,11,741204,741216,72,76,16,133,0
501293,5024,c5,96,H NA,0,0,3,0,1,23,9144,11,741204,741216,72,76,16,133,0
501294,5024,c6,97,H NI,0,0,3,1,1,23,9144,11,741204,741216,72,76,16,133,0
501295,5024,c7,98,H NU,0,0,3,2,1,23,9144,11,741204,741216,72,76,16,133,0
501296,5024,c8,99,H NE,0,0,3,3,1,23,9144,11,741204,741216,72,76,16,133,0
501297,5024,c9,9a,H NO,0,0,3,4,1,23,9144,11,741204,741216,72,76,16,133,0
501298,5024,ca,9d,H HA,0,0,3,5,1,23,9144,11,741204,741216,72,76,16,133,0
501299,5024,cb,9e,H HI,0,0,3,6,1,23,9144,11,741204,741216,72,76,16,133,0
501300,5024,cc,9f,H HU,0,0,3,7,1,23,9144,11,741204,741216,72,76,16,133,0
501301,5024,cd,a2,H HE,0,0,3,8,1,23,9144,11,741204,741216,72,76,16,133,0
501302,5024,ce,a3,H HO,0,0,3,9,1,23,9144,11,741204,741216,72,76,16,133,0
501303,5024,cf,a4,H MA,0,0,4,0,1,23,9144,11,741204,741216,72,76,16,133,0
501304,5024,d0,a5,H MI,0,0,4,1,1,23,9144,11,741204,741216,72,76,16,133,0
501305,5024,d1,a6,H MU,0,0,4,2,1,23,9144,11,741204,741216,72,76,16,133,0
501306,5024,d2,a7,H ME,0,0,4,3,1,23,9144,11,741204,741216,72,76,16,133,0
501307,5024,d3,a8,H MO,0,0,4,4,1,23,9144,11,741204,741216,72,76,16,133,0
501308,5024,d4,a9,H YA,0,0,4,5,1,23,9144,11,741204,741216,72,76,16,133,0
501309,5024,b2,82,H YI,0,0,4,6,1,23,9144,11,741204,741216,72,76,16,133,0
501310,5024,d5,aa,H YU,0,0,4,7,1,23,9144,11,741204,741216,72,76,16,133,0
501311,5024,b4,84,H YE,0,0,4,8,1,23,9144,11,741204,741216,72,76,16,133,0
501312,5024,d6,ac,H YO,0,0,4,9,1,23,9144,11,741204,741216,72,76,16,133,0
501313,5024,d7,ad,H RA,0,0,5,0,1,23,9144,11,741204,741216,72,76,16,133,0
501314,5024,d8,ae,H RI,0,0,5,1,1,23,9144,11,741204,741216,72,76,16,133,0
501315,5024,d9,af,H RU,0,0,5,2,1,23,9144,11,741204,741216,72,76,16,133,0
501316,5024,da,ba,H RE,0,0,5,3,1,23,9144,11,741204,741216,72,76,16,133,0
501317,5024,db,bb,H RO,0,0,5,4,1,23,9144,11,741204,741216,72,76,16,133,0
501318,5024,dc,bc,H WA,0,0,5,5,1,23,9144,11,741204,741216,72,76,16,133,0
501319,5024,a8,7b,H WI,0,0,5,6,1,23,9144,11,741204,741216,72,76,16,133,0
501320,5024,b3,83,H WU,0,0,5,7,1,23,9144,11,741204,741216,72,76,16,133,0
501321,5024,aa,7a,H WE,0,0,5,8,1,23,9144,11,741204,741216,72,76,16,133,0
501322,5024,a6,6f,H WO,0,0,5,9,1,23,9144,11,741204,741216,72,76,16,133,0
501323,5024,dd,bd,H  N,0,0,6,0,1,23,9144,11,741204,741216,72,76,16,133,0
501324,5025,b1,81,H  A,0,0,1,0,1,21,9144,11,741202,741216,72,76,16,133,0
501325,5025,b2,82,H  I,0,0,1,1,1,21,9144,11,741202,741216,72,76,16,133,0
501326,5025,b3,83,H  U,0,0,1,2,1,21,9144,11,741202,741216,72,76,16,133,0
501327,5025,b4,84,H  E,0,0,1,3,1,21,9144,11,741202,741216,72,76,16,133,0
501328,5025,b5,85,H  O,0,0,1,4,1,21,9144,11,741202,741216,72,76,16,133,0
501329,5025,b6,86,H KA,0,0,1,5,1,21,9144,11,741202,741216,72,76,16,133,0
501330,5025,b7,87,H KI,0,0,1,6,1,21,9144,11,741202,741216,72,76,16,133,0
501331,5025,b8,88,H KU,0,0,1,7,1,21,9144,11,741202,741216,72,76,16,133,0
501332,5025,b9,89,H KE,0,0,1,8,1,21,9144,11,741202,741216,72,76,16,133,0
501333,5025,ba,8a,H KO,0,0,1,9,1,21,9144,11,741202,741216,72,76,16,133,0
501334,5025,bb,8c,H SA,0,0,2,0,1,21,9144,11,741202,741216,72,76,16,133,0
501335,5025,bc,8d,H SI,0,0,2,1,1,21,9144,11,741202,741216,72,76,16,133,0
501336,5025,bd,8e,H SU,0,0,2,2,1,21,9144,11,741202,741216,72,76,16,133,0
501337,5025,be,ef,H SE,0,0,2,3,1,21,9144,11,741202,741216,72,76,16,133,0
501338,5025,bf,90,H SO,0,0,2,4,1,21,9144,11,741202,741216,72,76,16,133,0
501339,5025,c0,91,H TA,0,0,2,5,1,21,9144,11,741202,741216,72,76,16,133,0
501340,5025,c1,92,H TI,0,0,2,6,1,21,9144,11,741202,741216,72,76,16,133,0
501341,5025,c2,93,H TU,0,0,2,7,1,21,9144,11,741202,741216,72,76,16,133,0
501342,5025,c3,94,H TE,0,0,2,8,1,21,9144,11,741202,741216,72,76,16,133,0
501343,5025,c4,95,H TO,0,0,2,9,1,21,9144,11,741202,741216,72,76,16,133,0
501344,5025,c5,96,H NA,0,0,3,0,1,21,9144,11,741202,741216,72,76,16,133,0
501345,5025,c6,97,H NI,0,0,3,1,1,21,9144,11,741202,741216,72,76,16,133,0
501346,5025,c7,98,H NU,0,0,3,2,1,21,9144,11,741202,741216,72,76,16,133,0
501347,5025,c8,99,H NE,0,0,3,3,1,21,9144,11,741202,741216,72,76,16,133,0
501348,5025,c9,9a,H NO,0,0,3,4,1,21,9144,11,741202,741216,72,76,16,133,0
501349,5025,ca,9d,H HA,0,0,3,5,1,21,9144,11,741202,741216,72,76,16,133,0
501350,5025,cb,9e,H HI,0,0,3,6,1,21,9144,11,741202,741216,72,76,16,133,0
501351,5025,cc,9f,H HU,0,0,3,7,1,21,9144,11,741202,741216,72,76,16,133,0
501352,5025,cd,a2,H HE,0,0,3,8,1,21,9144,11,741202,741216,72,76,16,133,0
501353,5025,ce,a3,H HO,0,0,3,9,1,21,9144,11,741202,741216,72,76,16,133,0
501354,5025,cf,a4,H MA,0,0,4,0,1,21,9144,11,741202,741216,72,76,16,133,0
501355,5025,d0,a5,H MI,0,0,4,1,1,21,9144,11,741202,741216,72,76,16,133,0
501356,5025,d1,a6,H MU,0,0,4,2,1,21,9144,11,741202,741216,72,76,16,133,0
501357,5025,d2,a7,H ME,0,0,4,3,1,21,9144,11,741202,741216,72,76,16,133,0
501358,5025,d3,a8,H MO,0,0,4,4,1,21,9144,11,741202,741216,72,76,16,133,0
501359,5025,d4,a9,H YA,0,0,4,5,1,21,9144,11,741202,741216,72,76,16,133,0
501360,5025,b2,82,H YI,0,0,4,6,1,21,9144,11,741202,741216,72,76,16,133,0
501361,5025,d5,aa,H YU,0,0,4,7,1,21,9144,11,741202,741216,72,76,16,133,0
501362,5025,b4,84,H YE,0,0,4,8,1,21,9144,11,741202,741216,72,76,16,133,0
501363,5025,d6,ac,H YO,0,0,4,9,1,21,9144,11,741202,741216,72,76,16,133,0
501364,5025,d7,ad,H RA,0,0,5,0,1,21,9144,11,741202,741216,72,76,16,133,0
501365,5025,d8,ae,H RI,0,0,5,1,1,21,9144,11,741202,741216,72,76,16,133,0
501366,5025,d9,af,H RU,0,0,5,2,1,21,9144,11,741202,741216,72,76,16,133,0
501367,5025,da,ba,H RE,0,0,5,3,1,21,9144,11,741202,741216,72,76,16,133,0
501368,5025,db,bb,H RO,0,0,5,4,1,21,9144,11,741202,741216,72,76,16,133,0
501369,5025,dc,bc,H WA,0,0,5,5,1,21,9144,11,741202,741216,72,76,16,133,0
501370,5025,a8,7b,H WI,0,0,5,6,1,21,9144,11,741202,741216,72,76,16,133,0
501371,5025,b3,83,H WU,0,0,5,7,1,21,9144,11,741202,741216,72,76,16,133,0
501372,5025,aa,7a,H WE,0,0,5,8,1,21,9144,11,741202,741216,72,76,16,133,0
501373,5025,a6,6f,H WO,0,0,5,9,1,21,9144,11,741202,741216,72,76,16,133,0
501374,5025,dd,bd,H  N,0,0,6,0,1,21,9144,11,741202,741216,72,76,16,133,0
501375,5026,b1,81,H  A,0,0,1,0,1,21,9144,11,741202,741216,72,76,16,133,0
501376,5026,b2,82,H  I,0,0,1,1,1,21,9144,11,741202,741216,72,76,16,133,0
501377,5026,b3,83,H  U,0,0,1,2,1,21,9144,11,741202,741216,72,76,16,133,0
501378,5026,b4,84,H  E,0,0,1,3,1,21,9144,11,741202,741216,72,76,16,133,0
501379,5026,b5,85,H  O,0,0,1,4,1,21,9144,11,741202,741216,72,76,16,133,0
501380,5026,b6,86,H KA,0,0,1,5,1,21,9144,11,741202,741216,72,76,16,133,0
501381,5026,b7,87,H KI,0,0,1,6,1,21,9144,11,741202,741216,72,76,16,133,0
501382,5026,b8,88,H KU,0,0,1,7,1,21,9144,11,741202,741216,72,76,16,133,0
501383,5026,b9,89,H KE,0,0,1,8,1,21,9144,11,741202,741216,72,76,16,133,0
501384,5026,ba,8a,H KO,0,0,1,9,1,21,9144,11,741202,741216,72,76,16,133,0
501385,5026,bb,8c,H SA,0,0,2,0,1,21,9144,11,741202,741216,72,76,16,133,0
501386,5026,bc,8d,H SI,0,0,2,1,1,21,9144,11,741202,741216,72,76,16,133,0
501387,5026,bd,8e,H SU,0,0,2,2,1,21,9144,11,741202,741216,72,76,16,133,0
501388,5026,be,ef,H SE,0,0,2,3,1,21,9144,11,741202,741216,72,76,16,133,0
501389,5026,bf,90,H SO,0,0,2,4,1,21,9144,11,741202,741216,72,76,16,133,0
501390,5026,c0,91,H TA,0,0,2,5,1,21,9144,11,741202,741216,72,76,16,133,0
501391,5026,c1,92,H TI,0,0,2,6,1,21,9144,11,741202,741216,72,76,16,133,0
501392,5026,c2,93,H TU,0,0,2,7,1,21,9144,11,741202,741216,72,76,16,133,0
501393,5026,c3,94,H TE,0,0,2,8,1,21,9144,11,741202,741216,72,76,16,133,0
501394,5026,c4,95,H TO,0,0,2,9,1,21,9144,11,741202,741216,72,76,16,133,0
501395,5026,c5,96,H NA,0,0,3,0,1,21,9144,11,741202,741216,72,76,16,133,0
501396,5026,c6,97,H NI,0,0,3,1,1,21,9144,11,741202,741216,72,76,16,133,0
501397,5026,c7,98,H NU,0,0,3,2,1,21,9144,11,741202,741216,72,76,16,133,0
501398,5026,c8,99,H NE,0,0,3,3,1,21,9144,11,741202,741216,72,76,16,133,0
501399,5026,c9,9a,H NO,0,0,3,4,1,21,9144,11,741202,741216,72,76,16,133,0
501400,5026,ca,9d,H HA,0,0,3,5,1,21,9144,11,741202,741216,72,76,16,133,0
501401,5026,cb,9e,H HI,0,0,3,6,1,21,9144,11,741202,741216,72,76,16,133,0
501402,5026,cc,9f,H HU,0,0,3,7,1,21,9144,11,741202,741216,72,76,16,133,0
501403,5026,cd,a2,H HE,0,0,3,8,1,21,9144,11,741202,741216,72,76,16,133,0
501404,5026,ce,a3,H HO,0,0,3,9,1,21,9144,11,741202,741216,72,76,16,133,0
501405,5026,cf,a4,H MA,0,0,4,0,1,21,9144,11,741202,741216,72,76,16,133,0
501406,5026,d0,a5,H MI,0,0,4,1,1,21,9144,11,741202,741216,72,76,16,133,0
501407,5026,d1,a6,H MU,0,0,4,2,1,21,9144,11,741202,741216,72,76,16,133,0
501408,5026,d2,a7,H ME,0,0,4,3,1,21,9144,11,741202,741216,72,76,16,133,0
501409,5026,d3,a8,H MO,0,0,4,4,1,21,9144,11,741202,741216,72,76,16,133,0
501410,5026,d4,a9,H YA,0,0,4,5,1,21,9144,11,741202,741216,72,76,16,133,0
501411,5026,b2,82,H YI,0,0,4,6,1,21,9144,11,741202,741216,72,76,16,133,0
501412,5026,d5,aa,H YU,0,0,4,7,1,21,9144,11,741202,741216,72,76,16,133,0
501413,5026,b4,84,H YE,0,0,4,8,1,21,9144,11,741202,741216,72,76,16,133,0
501414,5026,d6,ac,H YO,0,0,4,9,1,21,9144,11,741202,741216,72,76,16,133,0
501415,5026,d7,ad,H RA,0,0,5,0,1,21,9144,11,741202,741216,72,76,16,133,0
501416,5026,d8,ae,H RI,0,0,5,1,1,21,9144,11,741202,741216,72,76,16,133,0
501417,5026,d9,af,H RU,0,0,5,2,1,21,9144,11,741202,741216,72,76,16,133,0
501418,5026,da,ba,H RE,0,0,5,3,1,21,9144,11,741202,741216,72,76,16,133,0
501419,5026,db,bb,H RO,0,0,5,4,1,21,9144,11,741202,741216,72,76,16,133,0
501420,5026,dc,bc,H WA,0,0,5,5,1,21,9144,11,741202,741216,72,76,16,133,0
501421,5026,a8,7b,H WI,0,0,5,6,1,21,9144,11,741202,741216,72,76,16,133,0
501422,5026,b3,83,H WU,0,0,5,7,1,21,9144,11,741202,741216,72,76,16,133,0
501423,5026,aa,7a,H WE,0,0,5,8,1,21,9144,11,741202,741216,72,76,16,133,0
501424,5026,a6,6f,H WO,0,0,5,9,1,21,9144,11,741202,741216,72,76,16,133,0
501425,5026,dd,bd,H  N,0,0,6,0,1,21,9144,11,741202,741216,72,76,16,133,0
501426,5027,b1,81,H  A,0,0,1,0,1,20,9144,11,741202,741216,72,76,16,133,0
501427,5027,b2,82,H  I,0,0,1,1,1,20,9144,11,741202,741216,72,76,16,133,0
501428,5027,b3,83,H  U,0,0,1,2,1,20,9144,11,741202,741216,72,76,16,133,0
501429,5027,b4,84,H  E,0,0,1,3,1,20,9144,11,741202,741216,72,76,16,133,0
501430,5027,b5,85,H  O,0,0,1,4,1,20,9144,11,741202,741216,72,76,16,133,0
501431,5027,b6,86,H KA,0,0,1,5,1,20,9144,11,741202,741216,72,76,16,133,0
501432,5027,b7,87,H KI,0,0,1,6,1,20,9144,11,741202,741216,72,76,16,133,0
501433,5027,b8,88,H KU,0,0,1,7,1,20,9144,11,741202,741216,72,76,16,133,0
501434,5027,b9,89,H KE,0,0,1,8,1,20,9144,11,741202,741216,72,76,16,133,0
501435,5027,ba,8a,H KO,0,0,1,9,1,20,9144,11,741202,741216,72,76,16,133,0
501436,5027,bb,8c,H SA,0,0,2,0,1,20,9144,11,741202,741216,72,76,16,133,0
501437,5027,bc,8d,H SI,0,0,2,1,1,20,9144,11,741202,741216,72,76,16,133,0
501438,5027,bd,8e,H SU,0,0,2,2,1,20,9144,11,741202,741216,72,76,16,133,0
501439,5027,be,ef,H SE,0,0,2,3,1,20,9144,11,741202,741216,72,76,16,133,0
501440,5027,bf,90,H SO,0,0,2,4,1,20,9144,11,741202,741216,72,76,16,133,0
501441,5027,c0,91,H TA,0,0,2,5,1,20,9144,11,741202,741216,72,76,16,133,0
501442,5027,c1,92,H TI,0,0,2,6,1,20,9144,11,741202,741216,72,76,16,133,0
501443,5027,c2,93,H TU,0,0,2,7,1,20,9144,11,741202,741216,72,76,16,133,0
501444,5027,c3,94,H TE,0,0,2,8,1,20,9144,11,741202,741216,72,76,16,133,0
501445,5027,c4,95,H TO,0,0,2,9,1,20,9144,11,741202,741216,72,76,16,133,0
501446,5027,c5,96,H NA,0,0,3,0,1,20,9144,11,741202,741216,72,76,16,133,0
501447,5027,c6,97,H NI,0,0,3,1,1,20,9144,11,741202,741216,72,76,16,133,0
501448,5027,c7,98,H NU,0,0,3,2,1,20,9144,11,741202,741216,72,76,16,133,0
501449,5027,c8,99,H NE,0,0,3,3,1,20,9144,11,741202,741216,72,76,16,133,0
501450,5027,c9,9a,H NO,0,0,3,4,1,20,9144,11,741202,741216,72,76,16,133,0
501451,5027,ca,9d,H HA,0,0,3,5,1,20,9144,11,741202,741216,72,76,16,133,0
501452,5027,cb,9e,H HI,0,0,3,6,1,20,9144,11,741202,741216,72,76,16,133,0
501453,5027,cc,9f,H HU,0,0,3,7,1,20,9144,11,741202,741216,72,76,16,133,0
501454,5027,cd,a2,H HE,0,0,3,8,1,20,9144,11,741202,741216,72,76,16,133,0
501455,5027,ce,a3,H HO,0,0,3,9,1,20,9144,11,741202,741216,72,76,16,133,0
501456,5027,cf,a4,H MA,0,0,4,0,1,20,9144,11,741202,741216,72,76,16,133,0
501457,5027,d0,a5,H MI,0,0,4,1,1,20,9144,11,741202,741216,72,76,16,133,0
501458,5027,d1,a6,H MU,0,0,4,2,1,20,9144,11,741202,741216,72,76,16,133,0
501459,5027,d2,a7,H ME,0,0,4,3,1,20,9144,11,741202,741216,72,76,16,133,0
501460,5027,d3,a8,H MO,0,0,4,4,1,20,9144,11,741202,741216,72,76,16,133,0
501461,5027,d4,a9,H YA,0,0,4,5,1,20,9144,11,741202,741216,72,76,16,133,0
501462,5027,b2,82,H YI,0,0,4,6,1,20,9144,11,741202,741216,72,76,16,133,0
501463,5027,d5,aa,H YU,0,0,4,7,1,20,9144,11,741202,741216,72,76,16,133,0
501464,5027,b4,84,H YE,0,0,4,8,1,20,9144,11,741202,741216,72,76,16,133,0
501465,5027,d6,ac,H YO,0,0,4,9,1,20,9144,11,741202,741216,72,76,16,133,0
501466,5027,d7,ad,H RA,0,0,5,0,1,20,9144,11,741202,741216,72,76,16,133,0
501467,5027,d8,ae,H RI,0,0,5,1,1,20,9144,11,741202,741216,72,76,16,133,0
501468,5027,d9,af,H RU,0,0,5,2,1,20,9144,11,741202,741216,72,76,16,133,0
501469,5027,da,ba,H RE,0,0,5,3,1,20,9144,11,741202,741216,72,76,16,133,0
501470,5027,db,bb,H RO,0,0,5,4,1,20,9144,11,741202,741216,72,76,16,133,0
501471,5027,dc,bc,H WA,0,0,5,5,1,20,9144,11,741202,741216,72,76,16,133,0
501472,5027,a8,7b,H WI,0,0,5,6,1,20,9144,11,741202,741216,72,76,16,133,0
501473,5027,b3,83,H WU,0,0,5,7,1,20,9144,11,741202,741216,72,76,16,133,0
501474,5027,aa,7a,H WE,0,0,5,8,1,20,9144,11,741202,741216,72,76,16,133,0
501475,5027,a6,6f,H WO,0,0,5,9,1,20,9144,11,741202,741216,72,76,16,133,0
501476,5027,dd,bd,H  N,0,0,6,0,1,20,9144,11,741202,741216,72,76,16,133,0
501477,5028,b1,81,H  A,0,0,1,0,1,21,9144,11,741202,741216,72,76,16,133,0
501478,5028,b2,82,H  I,0,0,1,1,1,21,9144,11,741202,741216,72,76,16,133,0
501479,5028,b3,83,H  U,0,0,1,2,1,21,9144,11,741202,741216,72,76,16,133,0
501480,5028,b4,84,H  E,0,0,1,3,1,21,9144,11,741202,741216,72,76,16,133,0
501481,5028,b5,85,H  O,0,0,1,4,1,21,9144,11,741202,741216,72,76,16,133,0
501482,5028,b6,86,H KA,0,0,1,5,1,21,9144,11,741202,741216,72,76,16,133,0
501483,5028,b7,87,H KI,0,0,1,6,1,21,9144,11,741202,741216,72,76,16,133,0
501484,5028,b8,88,H KU,0,0,1,7,1,21,9144,11,741202,741216,72,76,16,133,0
501485,5028,b9,89,H KE,0,0,1,8,1,21,9144,11,741202,741216,72,76,16,133,0
501486,5028,ba,8a,H KO,0,0,1,9,1,21,9144,11,741202,741216,72,76,16,133,0
501487,5028,bb,8c,H SA,0,0,2,0,1,21,9144,11,741202,741216,72,76,16,133,0
501488,5028,bc,8d,H SI,0,0,2,1,1,21,9144,11,741202,741216,72,76,16,133,0
501489,5028,bd,8e,H SU,0,0,2,2,1,21,9144,11,741202,741216,72,76,16,133,0
501490,5028,be,ef,H SE,0,0,2,3,1,21,9144,11,741202,741216,72,76,16,133,0
501491,5028,bf,90,H SO,0,0,2,4,1,21,9144,11,741202,741216,72,76,16,133,0
501492,5028,c0,91,H TA,0,0,2,5,1,21,9144,11,741202,741216,72,76,16,133,0
501493,5028,c1,92,H TI,0,0,2,6,1,21,9144,11,741202,741216,72,76,16,133,0
501494,5028,c2,93,H TU,0,0,2,7,1,21,9144,11,741202,741216,72,76,16,133,0
501495,5028,c3,94,H TE,0,0,2,8,1,21,9144,11,741202,741216,72,76,16,133,0
501496,5028,c4,95,H TO,0,0,2,9,1,21,9144,11,741202,741216,72,76,16,133,0
501497,5028,c5,96,H NA,0,0,3,0,1,21,9144,11,741202,741216,72,76,16,133,0
501498,5028,c6,97,H NI,0,0,3,1,1,21,9144,11,741202,741216,72,76,16,133,0
501499,5028,c7,98,H NU,0,0,3,2,1,21,9144,11,741202,741216,72,76,16,133,0
501500,5028,c8,99,H NE,0,0,3,3,1,21,9144,11,741202,741216,72,76,16,133,0
501501,5028,c9,9a,H NO,0,0,3,4,1,21,9144,11,741202,741216,72,76,16,133,0
501502,5028,ca,9d,H HA,0,0,3,5,1,21,9144,11,741202,741216,72,76,16,133,0
501503,5028,cb,9e,H HI,0,0,3,6,1,21,9144,11,741202,741216,72,76,16,133,0
501504,5028,cc,9f,H HU,0,0,3,7,1,21,9144,11,741202,741216,72,76,16,133,0
501505,5028,cd,a2,H HE,0,0,3,8,1,21,9144,11,741202,741216,72,76,16,133,0
501506,5028,ce,a3,H HO,0,0,3,9,1,21,9144,11,741202,741216,72,76,16,133,0
501507,5028,cf,a4,H MA,0,0,4,0,1,21,9144,11,741202,741216,72,76,16,133,0
501508,5028,d0,a5,H MI,0,0,4,1,1,21,9144,11,741202,741216,72,76,16,133,0
501509,5028,d1,a6,H MU,0,0,4,2,1,21,9144,11,741202,741216,72,76,16,133,0
501510,5028,d2,a7,H ME,0,0,4,3,1,21,9144,11,741202,741216,72,76,16,133,0
501511,5028,d3,a8,H MO,0,0,4,4,1,21,9144,11,741202,741216,72,76,16,133,0
501512,5028,d4,a9,H YA,0,0,4,5,1,21,9144,11,741202,741216,72,76,16,133,0
501513,5028,b2,82,H YI,0,0,4,6,1,21,9144,11,741202,741216,72,76,16,133,0
501514,5028,d5,aa,H YU,0,0,4,7,1,21,9144,11,741202,741216,72,76,16,133,0
501515,5028,b4,84,H YE,0,0,4,8,1,21,9144,11,741202,741216,72,76,16,133,0
501516,5028,d6,ac,H YO,0,0,4,9,1,21,9144,11,741202,741216,72,76,16,133,0
501517,5028,d7,ad,H RA,0,0,5,0,1,21,9144,11,741202,741216,72,76,16,133,0
501518,5028,d8,ae,H RI,0,0,5,1,1,21,9144,11,741202,741216,72,76,16,133,0
501519,5028,d9,af,H RU,0,0,5,2,1,21,9144,11,741202,741216,72,76,16,133,0
501520,5028,da,ba,H RE,0,0,5,3,1,21,9144,11,741202,741216,72,76,16,133,0
501521,5028,db,bb,H RO,0,0,5,4,1,21,9144,11,741202,741216,72,76,16,133,0
501522,5028,dc,bc,H WA,0,0,5,5,1,21,9144,11,741202,741216,72,76,16,133,0
501523,5028,a8,7b,H WI,0,0,5,6,1,21,9144,11,741202,741216,72,76,16,133,0
501524,5028,b3,83,H WU,0,0,5,7,1,21,9144,11,741202,741216,72,76,16,133,0
501525,5028,aa,7a,H WE,0,0,5,8,1,21,9144,11,741202,741216,72,76,16,133,0
501526,5028,a6,6f,H WO,0,0,5,9,1,21,9144,11,741202,741216,72,76,16,133,0
501527,5028,dd,bd,H  N,0,0,6,0,1,21,9144,11,741202,741216,72,76,16,133,0
501528,5029,b1,81,H  A,0,0,1,0,1,21,9144,11,741202,741216,72,76,16,133,0
501529,5029,b2,82,H  I,0,0,1,1,1,21,9144,11,741202,741216,72,76,16,133,0
501530,5029,b3,83,H  U,0,0,1,2,1,21,9144,11,741202,741216,72,76,16,133,0
501531,5029,b4,84,H  E,0,0,1,3,1,21,9144,11,741202,741216,72,76,16,133,0
501532,5029,b5,85,H  O,0,0,1,4,1,21,9144,11,741202,741216,72,76,16,133,0
501533,5029,b6,86,H KA,0,0,1,5,1,21,9144,11,741202,741216,72,76,16,133,0
501534,5029,b7,87,H KI,0,0,1,6,1,21,9144,11,741202,741216,72,76,16,133,0
501535,5029,b8,88,H KU,0,0,1,7,1,21,9144,11,741202,741216,72,76,16,133,0
501536,5029,b9,89,H KE,0,0,1,8,1,21,9144,11,741202,741216,72,76,16,133,0
501537,5029,ba,8a,H KO,0,0,1,9,1,21,9144,11,741202,741216,72,76,16,133,0
501538,5029,bb,8c,H SA,0,0,2,0,1,21,9144,11,741202,741216,72,76,16,133,0
501539,5029,bc,8d,H SI,0,0,2,1,1,21,9144,11,741202,741216,72,76,16,133,0
501540,5029,bd,8e,H SU,0,0,2,2,1,21,9144,11,741202,741216,72,76,16,133,0
501541,5029,be,ef,H SE,0,0,2,3,1,21,9144,11,741202,741216,72,76,16,133,0
501542,5029,bf,90,H SO,0,0,2,4,1,21,9144,11,741202,741216,72,76,16,133,0
501543,5029,c0,91,H TA,0,0,2,5,1,21,9144,11,741202,741216,72,76,16,133,0
501544,5029,c1,92,H TI,0,0,2,6,1,21,9144,11,741202,741216,72,76,16,133,0
501545,5029,c2,93,H TU,0,0,2,7,1,21,9144,11,741202,741216,72,76,16,133,0
501546,5029,c3,94,H TE,0,0,2,8,1,21,9144,11,741202,741216,72,76,16,133,0
501547,5029,c4,95,H TO,0,0,2,9,1,21,9144,11,741202,741216,72,76,16,133,0
501548,5029,c5,96,H NA,0,0,3,0,1,21,9144,11,741202,741216,72,76,16,133,0
501549,5029,c6,97,H NI,0,0,3,1,1,21,9144,11,741202,741216,72,76,16,133,0
501550,5029,c7,98,H NU,0,0,3,2,1,21,9144,11,741202,741216,72,76,16,133,0
501551,5029,c8,99,H NE,0,0,3,3,1,21,9144,11,741202,741216,72,76,16,133,0
501552,5029,c9,9a,H NO,0,0,3,4,1,21,9144,11,741202,741216,72,76,16,133,0
501553,5029,ca,9d,H HA,0,0,3,5,1,21,9144,11,741202,741216,72,76,16,133,0
501554,5029,cb,9e,H HI,0,0,3,6,1,21,9144,11,741202,741216,72,76,16,133,0
501555,5029,cc,9f,H HU,0,0,3,7,1,21,9144,11,741202,741216,72,76,16,133,0
501556,5029,cd,a2,H HE,0,0,3,8,1,21,9144,11,741202,741216,72,76,16,133,0
501557,5029,ce,a3,H HO,0,0,3,9,1,21,9144,11,741202,741216,72,76,16,133,0
